Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,month,day,weekday,hour,weight_diff,weight_ratio,value_per_weight,long_dwell
0,17,28,6,481950,94.77,24.3,23.126,52,14.8,4,1,3,4,-1.1739999999999995,0.9140711462450594,3.7458498023715414,0
0,17,28,8,940180,144.0,120.0,124.944,58,67.9,4,1,3,6,4.944000000000003,1.0325950413223142,1.1900826446280992,1
0,21,19,11,392330,1496.82,148.2,133.848,52,22.3,4,1,3,21,-14.351999999999975,0.8971045576407508,10.03230563002681,0
0,85,28,14,901730,538.56,1.2,1.455,52,100.9,4,1,3,10,0.2550000000000001,0.6613636363636364,244.79999999999995,1
0,88,28,14,842199,37862.4,6528.0,6594.586,58,47.4,4,1,3,5,66.58600000000024,1.0100453361923725,5.799111655689999,0
0,0,28,12,760200,446390.0,45550.0,47654.41,52,11.2,4,1,3,3,2104.4100000000035,1.0461770323373802,9.799784856534433,0
0,17,28,1,392690,6.3,10.5,9.41,54,25.6,4,1,3,13,-1.0899999999999999,0.8182608695652174,0.5478260869565217,0
0,17,24,1,420299,91.18,9.4,11.169,54,87.3,4,1,3,1,1.7690000000000001,1.0739423076923078,8.767307692307693,1
0,17,28,0,847790,142308.0,1180.0,1126.546,67,10.8,4,1,3,10,-53.45399999999995,0.953891617273497,120.49788314987299,0
0,27,28,1,330590,2336.4,9.0,8.628,14,13.4,4,1,3,22,-0.3719999999999999,0.8628,233.64000000000001,0
0,79,28,8,121190,6040.0,100.0,103.37,66,62.9,4,1,3,10,3.3700000000000045,1.0234653465346535,59.801980198019805,1
0,27,28,6,870899,287.0,41.0,40.783,52,43.2,4,1,3,16,-0.21699999999999875,0.9710238095238095,6.833333333333333,0
0,41,29,13,903290,21684.0,60.0,63.643,65,117.2,4,1,3,12,3.6430000000000007,1.043327868852459,355.4754098360656,1
0,21,24,4,847990,14163584.0,10880.0,11208.576,52,66.6,4,1,3,6,328.5759999999991,1.0301053212020954,1301.6803602610055,1
0,85,21,10,591190,180.0,30.0,29.811,52,42.5,4,1,3,14,-0.18900000000000006,0.9616451612903226,5.806451612903226,0
0,17,21,10,903210,2166565.2,1723.6,1735.148,52,51.1,4,1,3,13,11.548000000000002,1.00611620085817,1256.2711353357302,1
0,17,28,11,702000,2996.0,70.0,68.404,52,31.6,4,1,3,14,-1.5960000000000036,0.9634366197183099,42.19718309859155,0
0,17,21,12,520821,1591568.6,2221.0,2308.063,52,72.6,4,1,3,8,87.0630000000001,1.0387322232223222,716.277497749775,1
0,41,28,12,852349,90.1,0.5,0.506,67,49.1,4,1,3,18,0.006000000000000005,0.3373333333333333,60.06666666666666,1
0,17,21,10,960329,792.5,25.0,25.693,14,65.0,4,1,3,13,0.6930000000000014,0.9881923076923077,30.48076923076923,1
0,88,9,1,71080,12729600.0,48000.0,49473.6,30,67.0,4,1,3,1,1473.5999999999985,1.0306785275306765,265.1944751151018,1
0,13,19,11,940330,155.0,155.0,186.161,52,97.3,4,1,3,18,31.161,1.1933397435897437,0.9935897435897436,1
0,41,24,1,392690,0.6,1.0,0.958,67,18.8,4,1,3,17,-0.04200000000000004,0.479,0.3,0
0,17,21,4,350400,415012.0,260.0,258.492,52,42.9,4,1,3,7,-1.5079999999999814,0.9903908045977012,1590.0842911877394,0
0,17,9,13,611212,56989.8,42.0,44.024,54,6.5,4,1,3,14,2.024000000000001,1.0238139534883721,1325.3441860465116,0
0,17,21,6,842549,1306800.0,16500.0,16008.3,52,27.0,4,1,3,23,-491.7000000000007,0.9701412035634204,79.19520029089146,0
0,43,24,0,540832,335000.4,159.6,164.739,54,61.9,4,1,3,20,5.13900000000001,1.025772104607721,2085.930261519303,1
0,17,24,8,420299,824.5,85.0,88.884,52,10.9,4,1,3,19,3.8840000000000003,1.0335348837209302,9.587209302325581,0
0,58,19,0,903020,1494.3,8.5,8.412,67,33.9,4,1,3,10,-0.08799999999999919,0.8854736842105264,157.29473684210527,0
0,41,13,4,902680,638.3,2.6,2.642,10,51.4,4,1,3,9,0.041999999999999815,0.7338888888888888,177.30555555555554,1
0,17,21,4,551692,23233.9,17.0,17.751,52,75.9,4,2,4,7,0.7510000000000012,0.9861666666666667,1290.7722222222224,1
0,79,28,11,291614,13622400.0,14400.0,14863.68,52,67.9,4,2,4,12,463.6800000000003,1.0321283244219153,945.934310117353,1
0,41,9,4,961900,2372718.22,5990.2,5985.408,52,46.2,4,2,4,9,-4.791999999999462,0.9990332487648552,396.03388636667114,0
0,17,28,8,841950,1194912.0,5184.0,4723.713,54,9.6,4,2,4,5,-460.28700000000026,0.9110343297974928,230.45554484088717,0
0,17,28,8,950639,120.15,4.5,4.411,67,27.6,4,2,4,1,-0.08900000000000041,0.8019999999999999,21.845454545454547,0
0,41,28,14,850110,57947.5,325.0,330.752,52,58.4,4,2,4,15,5.7520000000000095,1.0145766871165645,177.75306748466258,1
0,88,21,13,620192,5434959.6,3618.0,3758.017,52,72.2,4,2,4,23,140.01699999999983,1.038413097540757,1501.784912959381,1
0,83,24,14,950639,62941.2,118.0,107.853,63,7.3,4,2,4,21,-10.147000000000006,0.9063277310924369,528.9176470588235,0
0,43,28,8,731100,25152.96,79.8,80.973,52,56.4,4,2,4,15,1.1730000000000018,1.0021410891089109,311.2990099009901,1
0,41,21,8,392690,8.7,14.5,13.167,67,12.2,4,2,4,13,-1.3330000000000002,0.8494838709677419,0.5612903225806452,0
0,41,28,8,620640,72.58,3.8,3.681,54,20.0,4,2,4,17,-0.11899999999999977,0.7668750000000001,15.120833333333334,0
0,85,24,0,870323,19608.0,2580.0,2554.716,52,40.2,4,2,4,20,-25.284000000000106,0.9898163502518403,7.597055404881829,0
0,41,28,12,330420,93.9,0.5,0.522,54,69.9,4,2,4,9,0.02200000000000002,0.34800000000000003,62.6,1
0,41,21,10,842641,770226.0,25420.0,25895.354,52,59.0,4,2,4,0,475.35399999999936,1.0186599268321466,30.2988080720664,1
0,17,25,6,850440,37452.4,171.8,170.889,52,43.2,4,2,4,11,-0.9110000000000014,0.9889409722222222,216.73842592592592,0
0,81,28,1,250810,64568.84,2819.6,2896.293,67,58.6,4,2,4,17,76.69300000000021,1.0268357796213572,22.89188116003687,1
0,17,21,10,481950,94.77,24.3,23.406,54,16.4,4,2,4,19,-0.8940000000000019,0.9251383399209485,3.7458498023715414,0
0,58,28,6,440131,22932390.0,601900.0,628804.93,54,4.2,4,2,4,6,26904.93000000005,1.0446982643325067,38.09993670055375,0
0,17,21,0,842199,870.0,150.0,191.256,52,56.8,4,2,4,16,41.256,1.2665960264900662,5.76158940397351,1
0,17,5,8,610990,687.5,11.0,9.981,67,12.8,4,2,4,3,-1.0190000000000001,0.83175,57.291666666666664,0
0,17,21,11,841320,85.91,7.1,6.807,52,19.4,4,2,4,11,-0.29299999999999926,0.8403703703703704,10.606172839506172,0
0,17,21,12,950300,63555.0,950.0,970.14,52,60.7,4,2,4,22,20.139999999999986,1.0201261829652997,66.82965299684543,1
0,17,24,8,392690,39.0,65.0,61.926,52,15.5,4,2,4,13,-3.073999999999998,0.9382727272727273,0.5909090909090909,0
0,58,28,8,847150,88.68,0.4,0.447,52,41.1,4,2,4,13,0.046999999999999986,0.31928571428571434,63.34285714285715,0
0,91,24,13,230800,4922785.0,14150.0,13473.63,52,15.1,4,2,4,3,-676.3700000000008,0.952132711469154,347.875415165006,0
0,21,28,11,481013,41479059.6,108357.0,112767.13,54,67.6,4,2,4,14,4410.130000000005,1.0406903966481478,382.7964672659148,1
0,17,21,4,611595,2832.9,133.0,135.022,54,50.7,4,2,4,9,2.0219999999999914,1.0076268656716418,21.141044776119404,1
0,88,28,6,420321,13339.7,13.4,13.724,58,56.7,4,2,4,3,0.32399999999999984,0.9530555555555555,926.3680555555555,1
0,85,19,10,392690,50.56,1.6,1.522,28,8.5,4,2,4,6,-0.07800000000000007,0.5853846153846154,19.446153846153848,0
0,17,28,11,847130,15499.64,5.2,5.139,54,32.9,4,2,4,22,-0.06099999999999994,0.8288709677419355,2499.941935483871,0
0,17,19,3,620640,19.1,1.0,1.03,54,60.6,4,2,4,14,0.030000000000000027,0.515,9.55,1
0,17,28,0,560500,39813.3,9.3,9.148,52,35.9,4,2,4,14,-0.15200000000000102,0.8881553398058252,3865.368932038835,0
0,85,21,8,720890,295848.0,2348.0,2453.003,52,107.0,4,2,4,21,105.00300000000016,1.0442754363558961,125.9463601532567,1
0,39,28,10,621149,130.6,1.0,0.895,54,27.1,4,2,4,23,-0.10499999999999998,0.4475,65.3,0
0,21,24,1,854370,10080.0,400.0,417.08,52,74.9,4,2,4,16,17.079999999999984,1.0400997506234413,25.13715710723192,1
0,17,21,3,611030,185.6,2.0,1.934,54,19.0,4,2,4,21,-0.06600000000000006,0.6446666666666666,61.86666666666667,0
0,17,28,4,640359,1367.6,2.0,1.96,54,27.6,4,2,4,12,-0.040000000000000036,0.6533333333333333,455.8666666666666,0
0,17,28,6,620213,8760.0,600.0,589.02,54,28.6,4,2,4,15,-10.980000000000018,0.9800665557404326,14.575707154742096,0
0,17,21,14,382499,258250.0,20660.0,21484.747,58,104.0,4,2,4,11,824.7469999999994,1.0398696578093993,12.499394995401966,1
0,17,21,3,854420,107.26,0.1,0.104,54,65.6,4,2,4,21,0.00399999999999999,0.09454545454545453,97.5090909090909,1
0,17,24,3,620640,611.2,32.0,30.854,52,23.1,4,2,4,19,-1.1460000000000008,0.9349696969696969,18.521212121212123,0
0,17,28,13,620453,760.0,19.0,19.051,67,48.5,4,2,4,23,0.05099999999999838,0.9525499999999999,38.0,1
0,41,25,14,903090,15991.56,6.8,6.631,25,24.3,4,2,4,5,-0.1689999999999996,0.8501282051282052,2050.2,0
0,17,24,8,950790,1621.4,67.0,63.898,52,16.1,4,2,4,0,-3.1019999999999968,0.9396764705882353,23.844117647058823,0
0,17,19,4,420232,2249.6,152.0,157.882,52,72.2,4,2,4,11,5.882000000000005,1.0319084967320262,14.703267973856208,1
0,41,28,14,392490,13.09,11.9,11.367,54,11.1,4,2,4,9,-0.5329999999999995,0.8811627906976744,1.0147286821705426,0
0,17,28,14,560392,9715.2,76.8,77.353,54,45.4,4,2,4,3,0.5529999999999973,0.9942544987146529,124.87403598971724,0
0,17,5,13,120799,11167500.0,15000.0,14500.5,54,18.7,4,2,4,12,-499.5,0.9666355576294914,744.450369975335,0
0,41,21,11,731815,17.6,8.0,8.178,52,61.3,4,2,4,17,0.17800000000000082,0.9086666666666667,1.9555555555555557,1
0,85,21,8,970200,16121.95,8.5,8.111,54,10.5,4,2,4,12,-0.38899999999999935,0.8537894736842105,1697.0473684210526,0
0,53,21,8,490110,8782.64,62.2,65.23,52,109.6,4,2,4,21,3.030000000000001,1.032120253164557,138.96582278481011,1
0,17,24,10,441299,26179200.0,96000.0,96211.2,52,48.1,4,2,4,19,211.1999999999971,1.0021895605254112,272.6971594045895,1
0,85,21,13,300290,28032.0,30.0,28.716,54,12.4,4,2,4,7,-1.283999999999999,0.9263225806451614,904.258064516129,0
0,43,28,1,392390,665.0,350.0,362.145,67,63.6,4,2,4,1,12.144999999999982,1.0317521367521367,1.8945868945868947,1
0,17,21,8,121190,604000.0,10000.0,10197.0,52,59.7,4,2,4,15,197.0,1.0195980401959803,60.393960603939604,1
0,10,19,0,170199,2980800.0,24000.0,27135.36,54,38.1,4,2,4,7,3135.3600000000006,1.130592891962835,124.19482521561602,0
0,17,21,3,392350,9134.44,1201.9,1232.188,52,63.3,4,2,4,6,30.28800000000001,1.0243478260869565,7.593681935322969,1
0,88,24,10,621133,31185.0,162.0,164.948,52,58.7,4,2,4,23,2.9480000000000075,1.011950920245399,191.31901840490798,1
0,17,21,4,420100,1817.2,154.0,152.106,54,32.6,4,2,4,11,-1.8940000000000055,0.9813290322580644,11.723870967741936,0
0,71,9,11,620459,2190.3,3.0,3.107,29,64.3,4,2,4,12,0.1070000000000002,0.77675,547.575,1
0,43,28,10,382590,28236.0,5430.0,5384.931,52,41.2,4,2,4,9,-45.069000000000415,0.9915174001104768,5.199042533603388,0
0,17,24,0,670290,529.62,18.2,18.877,52,71.2,4,2,4,16,0.6769999999999996,0.9831770833333333,27.584375,1
0,27,24,1,330730,3655.2,609.2,634.604,23,70.2,4,2,4,12,25.403999999999996,1.039993444772206,5.990167158308751,1
0,43,21,1,851829,1859.46,1.7,1.539,52,20.5,4,2,4,6,-0.16100000000000003,0.57,688.6888888888889,0
0,17,28,0,392410,21.0,15.0,14.786,58,31.3,4,2,4,15,-0.2140000000000004,0.924125,1.3125,0
0,88,24,12,851810,2394.9,13.5,13.111,54,21.7,4,2,4,23,-0.38899999999999935,0.9042068965517241,165.16551724137932,0
0,17,28,12,950300,1420.2,5.4,5.582,54,62.9,4,2,4,12,0.1819999999999995,0.8721874999999999,221.90625,1
0,41,28,8,392310,8.96,2.8,2.698,54,16.7,4,2,4,22,-0.10199999999999987,0.7100000000000001,2.3578947368421055,0
0,17,28,10,630790,23.0,10.0,10.177,58,52.4,4,2,4,15,0.1769999999999996,0.9251818181818181,2.090909090909091,1
0,13,28,0,285390,999795.6,4.5,4.645,58,61.9,4,2,4,21,0.14499999999999957,0.8445454545454545,181781.0181818182,1
0,17,24,12,391810,2737.0,14.0,14.234,67,57.7,4,2,4,17,0.23399999999999999,0.9489333333333333,182.46666666666667,1
0,41,24,13,842139,3825.0,450.0,481.644,52,87.4,4,2,4,17,31.644000000000005,1.0679467849223947,8.481152993348115,1
0,17,21,14,420232,1206.8,14.0,13.373,52,17.1,4,2,4,15,-0.6270000000000007,0.8915333333333333,80.45333333333333,0
0,42,19,14,611020,7392.0,280.0,333.603,52,94.3,4,2,4,7,53.60300000000001,1.187199288256228,26.306049822064058,1
0,39,21,14,441520,50.0,100.0,104.42,52,75.9,4,2,4,6,4.420000000000002,1.033861386138614,0.49504950495049505,1
0,41,9,6,841350,47348.76,72.2,70.554,54,25.6,4,2,4,2,-1.6460000000000008,0.9638524590163934,646.8409836065574,0
0,17,25,6,940171,3168322.78,11372.3,11289.282,54,35.9,4,2,4,4,-83.01800000000003,0.9926126981614835,278.57550403137174,0
0,83,19,0,854231,29408.9,14.5,12.964,54,27.9,4,3,5,8,-1.5359999999999996,0.8363870967741935,1897.3483870967743,0
0,17,24,12,630790,232.3,101.0,98.849,52,32.6,4,3,5,2,-2.1509999999999962,0.969107843137255,2.2774509803921568,0
0,34,28,12,732690,3.75,2.5,2.622,42,109.6,4,3,5,8,0.12199999999999989,0.7491428571428571,1.0714285714285714,1
0,21,19,11,300190,0.0,0.0,0.001,54,38.8,4,3,5,12,0.001,0.001,0.0,0
0,39,21,10,621149,0.0,0.0,0.001,54,31.7,4,3,5,17,0.001,0.001,0.0,0
0,17,24,14,911190,120.49,0.1,0.103,54,62.6,4,3,5,3,0.002999999999999989,0.09363636363636363,109.53636363636362,1
0,17,28,11,853669,157110.0,300.0,313.41,52,10.2,4,3,5,5,13.410000000000025,1.0412292358803987,521.9601328903655,0
0,17,15,0,940599,34.2,1.0,1.153,12,43.5,4,3,5,19,0.15300000000000002,0.5765,17.1,0
0,17,28,3,560391,24421.2,282.0,275.147,53,26.7,4,3,5,5,-6.853000000000009,0.9722508833922261,86.2939929328622,0
0,20,29,4,392310,5.44,1.7,1.667,54,28.0,4,3,5,17,-0.03299999999999992,0.6174074074074074,2.0148148148148146,0
0,88,20,4,821300,821628.06,2256.6,2337.161,6,64.3,4,3,5,8,80.56100000000015,1.0352414068036855,363.9387225372077,1
0,39,28,6,841990,24868.48,39.2,40.149,39,56.7,4,3,5,18,0.9489999999999981,0.998731343283582,618.6189054726368,1
0,85,0,8,848180,4691.7,80.2,83.915,52,108.1,4,3,5,10,3.7150000000000034,1.033435960591133,57.7795566502463,1
0,17,19,3,210390,1296000.0,48000.0,48201.6,52,49.5,4,3,5,23,201.59999999999854,1.0041790796025083,26.999437511718504,1
0,32,28,1,854390,276.93,15.3,15.479,58,48.4,4,3,5,15,0.1789999999999985,0.9496319018404907,16.98957055214724,1
0,17,24,11,721933,325652.4,20102.0,19251.685,52,18.8,4,3,5,17,-850.3149999999987,0.9576523404466996,16.199194150126846,0
0,17,21,10,961900,12010014.5,7205.0,7098.366,54,30.9,4,3,5,2,-106.63400000000001,0.9850632805995004,1666.6686788787122,0
0,58,21,1,854160,0.0,0.0,0.001,52,58.7,4,3,5,12,0.001,0.001,0.0,1
0,17,29,4,392690,12.0,20.0,24.181,58,95.9,4,3,5,6,4.181000000000001,1.1514761904761905,0.5714285714285714,1
0,5,28,1,210690,29221.5,231.0,233.241,54,47.1,4,3,5,8,2.241000000000014,1.0053491379310346,125.95474137931035,0
0,17,28,14,841869,693528.0,2130.0,2204.976,54,63.9,4,3,5,15,74.97600000000011,1.0347142186766776,325.4472078836227,1
0,21,28,6,392690,720.0,1200.0,1206.24,54,44.1,4,3,5,16,6.240000000000009,1.0043630308076603,0.5995004163197336,0
0,58,27,4,282590,3453120.0,14400.0,14921.28,52,70.6,4,3,5,1,521.2800000000007,1.0361280466634262,239.78334837858483,1
0,28,28,11,710221,503704.08,0.4,0.382,54,10.5,4,3,5,22,-0.018000000000000016,0.27285714285714285,359788.6285714286,0
0,17,25,12,950619,3464384.0,3040.0,3175.888,58,10.2,4,3,5,10,135.88799999999992,1.0443564616902334,1139.2252548503782,0
0,17,21,12,71080,31824000.0,120000.0,118764.0,52,39.9,4,3,5,22,-1236.0,0.9896917525687285,265.1977900184165,0
0,17,24,8,441299,26179200.0,96000.0,95203.2,52,41.2,4,3,5,11,-796.8000000000029,0.9916896698992719,272.6971594045895,0
0,17,28,8,611030,22258.6,182.0,176.758,54,21.7,4,3,5,20,-5.24199999999999,0.9658907103825137,121.63169398907102,0
0,74,21,0,290949,6156800.0,16000.0,15811.2,54,32.9,4,3,5,15,-188.79999999999927,0.988138241359915,384.7759515030311,0
0,17,9,0,392350,152.0,20.0,19.664,54,29.6,4,3,5,4,-0.3359999999999985,0.9363809523809524,7.238095238095238,0
